game_id,season,week,season_type,date,neutral_site,conference_game,home_team,away_team,home_conference,away_conference,home_division,away_division,home_points,away_points,spread_home,n_books_spread,ml_home,ml_away,n_books_ml,dog,dog_team,fav_team,dog_conference,fav_conference,dog_line,dog_line_open,dog_spread_price,fav_spread_price,dog_ml,fav_ml,dog_source,dog_margin,dog_rest,fav_rest
262780254,2006,6,regular,2006-10-06,FALSE,TRUE,Utah,TCU,Mountain West,Mountain West,fbs,fbs,20,7,-2.0,10,-135.0,115.0,5,away,TCU,Utah,Mountain West,Mountain West,2.0,,-110.0,-110.0,115.0,-135.0,spread,-13.0,8,6
262792393,2006,6,regular,2006-10-07,FALSE,FALSE,Middle Tennessee,Louisville,Sun Belt,Big East,fbs,fbs,17,44,29.5,10,3600.0,-7000.0,3,home,Middle Tennessee,Louisville,Sun Belt,Big East,29.5,,-110.0,-110.0,3600.0,-7000.0,spread,-27.0,7,14
262800002,2006,6,regular,2006-10-07,FALSE,TRUE,Auburn,Arkansas,SEC,SEC,fbs,fbs,10,27,-14.0,10,-924.3,637.5,4,away,Arkansas,Auburn,SEC,SEC,14.0,,-110.0,-110.0,637.5,-924.3,spread,17.0,14,9
262800005,2006,6,regular,2006-10-07,FALSE,TRUE,UAB,Memphis,Conference USA,Conference USA,fbs,fbs,35,29,-6.0,5,,210.0,0,away,Memphis,UAB,Conference USA,Conference USA,6.0,,-110.0,,210.0,,spread,-6.0,7,7
262800025,2006,6,regular,2006-10-08,FALSE,TRUE,California,Oregon,Pac-10,Pac-10,fbs,fbs,45,24,-5.0,10,-200.0,170.0,5,away,Oregon,California,Pac-10,Pac-10,5.0,,-110.0,-110.0,170.0,-200.0,spread,-21.0,8,8
262800026,2006,6,regular,2006-10-07,FALSE,TRUE,UCLA,Arizona,Pac-10,Pac-10,fbs,fbs,27,7,-12.0,10,-462.2,382.5,4,away,Arizona,UCLA,Pac-10,Pac-10,12.0,,-110.0,-110.0,382.5,-462.2,spread,-20.0,6,6
262800036,2006,6,regular,2006-10-07,FALSE,TRUE,Colorado State,UNLV,Mountain West,Mountain West,fbs,fbs,28,7,-17.0,10,-926.3,675.0,4,away,UNLV,Colorado State,Mountain West,Mountain West,17.0,,-110.0,-110.0,675.0,-926.3,spread,-21.0,6,6
262800038,2006,6,regular,2006-10-07,FALSE,TRUE,Colorado,Baylor,Big 12,Big 12,fbs,fbs,31,34,-6.0,10,-240.0,200.0,5,away,Baylor,Colorado,Big 12,Big 12,6.0,,-110.0,-110.0,200.0,-240.0,spread,3.0,7,7
262800057,2006,6,regular,2006-10-07,FALSE,TRUE,Florida,LSU,SEC,SEC,fbs,fbs,23,10,-0.0,10,-116.0,-104.0,4,away,LSU,Florida,SEC,SEC,0.0,,-110.0,-110.0,-104.0,-116.0,moneyline,-13.0,7,7
262800059,2006,6,regular,2006-10-07,FALSE,TRUE,Georgia Tech,Maryland,ACC,ACC,fbs,fbs,27,23,-14.0,10,-774.2,550.0,4,away,Maryland,Georgia Tech,ACC,ACC,14.0,,-110.0,-110.0,550.0,-774.2,spread,-4.0,14,7
262800061,2006,6,regular,2006-10-07,FALSE,TRUE,Georgia,Tennessee,SEC,SEC,fbs,fbs,33,51,2.5,10,107.5,-127.5,4,home,Georgia,Tennessee,SEC,SEC,2.5,,-110.0,-105.0,107.5,-127.5,spread,-18.0,6,7
262800066,2006,6,regular,2006-10-08,FALSE,TRUE,Iowa State,Nebraska,Big 12,Big 12,fbs,fbs,14,28,7.0,10,248.0,-280.0,5,home,Iowa State,Nebraska,Big 12,Big 12,7.0,,-110.0,-110.0,248.0,-280.0,spread,-14.0,8,8
262800068,2006,6,regular,2006-10-08,FALSE,TRUE,Boise State,Louisiana Tech,Western Athletic,Western Athletic,fbs,fbs,55,14,-37.0,10,-12000.0,7000.0,3,away,Louisiana Tech,Boise State,Western Athletic,Western Athletic,37.0,,-110.0,-110.0,7000.0,-12000.0,spread,-41.0,8,8
262800070,2006,6,regular,2006-10-07,FALSE,TRUE,Idaho,New Mexico State,Western Athletic,Western Athletic,fbs,fbs,28,20,-2.0,10,-133.7,117.5,4,away,New Mexico State,Idaho,Western Athletic,Western Athletic,2.0,,-105.0,-115.0,117.5,-133.7,spread,-8.0,6,7
262800096,2006,6,regular,2006-10-07,FALSE,TRUE,Kentucky,South Carolina,SEC,SEC,fbs,fbs,17,24,3.0,10,145.0,-165.0,5,home,Kentucky,South Carolina,SEC,SEC,3.0,,-110.0,-110.0,145.0,-165.0,spread,-7.0,7,9
262800130,2006,6,regular,2006-10-07,FALSE,TRUE,Michigan,Michigan State,Big Ten,Big Ten,fbs,fbs,31,13,-15.0,10,-850.0,650.0,3,away,Michigan State,Michigan,Big Ten,Big Ten,15.0,,-110.0,-110.0,650.0,-850.0,spread,-18.0,7,6
262800135,2006,6,regular,2006-10-07,FALSE,TRUE,Minnesota,Penn State,Big Ten,Big Ten,fbs,fbs,27,28,1.0,10,100.0,-120.0,5,home,Minnesota,Penn State,Big Ten,Big Ten,1.0,,-110.0,-110.0,100.0,-120.0,spread,-1.0,6,7
262800145,2006,6,regular,2006-10-07,FALSE,TRUE,Ole Miss,Vanderbilt,SEC,SEC,fbs,fbs,17,10,1.5,8,110.0,-125.0,3,home,Ole Miss,Vanderbilt,SEC,SEC,1.5,,-110.0,-110.0,110.0,-125.0,spread,7.0,6,7
262800151,2006,6,regular,2006-10-07,FALSE,FALSE,East Carolina,Virginia,Conference USA,ACC,fbs,fbs,31,21,-3.0,10,-160.0,140.0,5,away,Virginia,East Carolina,ACC,Conference USA,3.0,,-110.0,-110.0,140.0,-160.0,spread,-10.0,7,14
262800154,2006,6,regular,2006-10-07,FALSE,TRUE,Wake Forest,Clemson,ACC,ACC,fbs,fbs,17,27,14.0,10,547.5,-700.0,4,home,Wake Forest,Clemson,ACC,ACC,14.0,,-110.0,-110.0,547.5,-700.0,spread,-10.0,7,7
262800167,2006,6,regular,2006-10-08,FALSE,TRUE,New Mexico,Wyoming,Mountain West,Mountain West,fbs,fbs,10,14,1.0,10,105.0,-125.0,4,home,New Mexico,Wyoming,Mountain West,Mountain West,1.0,,-110.0,-110.0,105.0,-125.0,spread,-4.0,8,8
262800183,2006,6,regular,2006-10-07,FALSE,TRUE,Syracuse,Pittsburgh,Big East,Big East,fbs,fbs,11,21,7.0,10,240.0,-290.0,5,home,Syracuse,Pittsburgh,Big East,Big East,7.0,,-105.0,-110.0,240.0,-290.0,spread,-10.0,7,7
262800194,2006,6,regular,2006-10-07,FALSE,FALSE,Ohio State,Bowling Green,Big Ten,Mid-American,fbs,fbs,35,7,-37.5,10,-20000.0,5000.0,3,away,Bowling Green,Ohio State,Mid-American,Big Ten,37.5,,-110.0,-110.0,5000.0,-20000.0,spread,-28.0,7,6
262800195,2006,6,regular,2006-10-07,FALSE,TRUE,Ohio,Western Michigan,Mid-American,Mid-American,fbs,fbs,27,20,4.0,10,155.0,-175.0,5,home,Ohio,Western Michigan,Mid-American,Mid-American,4.0,,-110.0,-110.0,155.0,-175.0,spread,7.0,7,14
262800201,2006,6,regular,2006-10-07,FALSE,TRUE,Oklahoma,Texas,Big 12,Big 12,fbs,fbs,10,28,-3.5,10,-165.0,145.0,5,away,Texas,Oklahoma,Big 12,Big 12,3.5,,-110.0,-105.0,145.0,-165.0,spread,18.0,7,14
262800204,2006,6,regular,2006-10-07,FALSE,TRUE,Oregon State,Washington State,Pac-10,Pac-10,fbs,fbs,6,13,3.0,10,135.0,-152.5,2,home,Oregon State,Washington State,Pac-10,Pac-10,3.0,,-110.0,-110.0,135.0,-152.5,spread,-7.0,7,7
262800249,2006,6,regular,2006-10-07,FALSE,TRUE,North Texas,Florida International,Sun Belt,Sun Belt,fbs,fbs,25,22,-1.0,10,-124.8,105.0,4,away,Florida International,North Texas,Sun Belt,Sun Belt,1.0,,-110.0,-110.0,105.0,-124.8,spread,-3.0,7,7
262800275,2006,6,regular,2006-10-07,FALSE,TRUE,Wisconsin,Northwestern,Big Ten,Big Ten,fbs,fbs,41,9,-19.5,10,-2200.0,1315.0,3,away,Northwestern,Wisconsin,Big Ten,Big Ten,19.5,,-110.0,-110.0,1315.0,-2200.0,spread,-32.0,7,7
262800328,2006,6,regular,2006-10-08,FALSE,TRUE,Utah State,Fresno State,Western Athletic,Western Athletic,fbs,fbs,13,12,25.0,10,1900.0,-3500.0,3,home,Utah State,Fresno State,Western Athletic,Western Athletic,25.0,,-110.0,-110.0,1900.0,-3500.0,spread,1.0,8,7
262800333,2006,6,regular,2006-10-07,FALSE,FALSE,Alabama,Duke,SEC,ACC,fbs,fbs,30,14,-28.0,10,-4444.4,2550.0,2,away,Duke,Alabama,ACC,SEC,28.0,,-110.0,-110.0,2550.0,-4444.4,spread,-16.0,7,7
262800344,2006,6,regular,2006-10-07,FALSE,FALSE,Mississippi State,West Virginia,SEC,Big East,fbs,fbs,14,42,20.5,10,1250.0,-2000.0,3,home,Mississippi State,West Virginia,SEC,Big East,20.5,,-110.0,-110.0,1250.0,-2000.0,spread,-28.0,7,14
262800356,2006,6,regular,2006-10-07,FALSE,TRUE,Illinois,Indiana,Big Ten,Big Ten,fbs,fbs,32,34,-7.5,10,-320.0,260.0,5,away,Indiana,Illinois,Big Ten,Big Ten,7.5,,-110.0,-110.0,260.0,-320.0,spread,2.0,7,7
262802005,2006,6,regular,2006-10-07,FALSE,FALSE,Air Force,Navy,Mountain West,FBS Independents,fbs,fbs,17,24,-2.5,10,-135.0,115.0,4,away,Navy,Air Force,FBS Independents,Mountain West,2.5,,-110.0,-110.0,115.0,-135.0,spread,7.0,7,7
262802032,2006,6,regular,2006-10-07,FALSE,TRUE,Arkansas State,Louisiana Monroe,Sun Belt,Sun Belt,fbs,fbs,10,6,-7.0,10,-278.0,240.0,4,away,Louisiana Monroe,Arkansas State,Sun Belt,Sun Belt,7.0,6.0,-110.0,-110.0,240.0,-278.0,spread,-4.0,7,7
262802084,2006,6,regular,2006-10-07,FALSE,TRUE,Buffalo,Ball State,Mid-American,Mid-American,fbs,fbs,25,55,3.5,10,140.0,-160.0,5,home,Buffalo,Ball State,Mid-American,Mid-American,3.5,,-115.0,-105.0,140.0,-160.0,spread,-30.0,14,7
262802132,2006,6,regular,2006-10-07,FALSE,FALSE,Cincinnati,Akron,Big East,Mid-American,fbs,fbs,20,14,-4.5,10,-200.0,170.0,5,away,Akron,Cincinnati,Mid-American,Big East,4.5,,-110.0,-110.0,170.0,-200.0,spread,-6.0,7,7
262802294,2006,6,regular,2006-10-07,FALSE,TRUE,Iowa,Purdue,Big Ten,Big Ten,fbs,fbs,47,17,-9.5,10,-412.1,325.0,4,away,Purdue,Iowa,Big Ten,Big Ten,9.5,,-110.0,-110.0,325.0,-412.1,spread,-30.0,7,6
262802305,2006,6,regular,2006-10-07,FALSE,TRUE,Kansas,Texas A&M,Big 12,Big 12,fbs,fbs,18,21,1.0,10,105.0,-120.5,4,home,Kansas,Texas A&M,Big 12,Big 12,1.0,,-110.0,-110.0,105.0,-120.5,spread,-3.0,7,7
262802306,2006,6,regular,2006-10-07,FALSE,TRUE,Kansas State,Oklahoma State,Big 12,Big 12,fbs,fbs,31,27,3.0,10,131.0,-150.0,5,home,Kansas State,Oklahoma State,Big 12,Big 12,3.0,,-110.0,-110.0,131.0,-150.0,spread,4.0,7,13
262802638,2006,6,regular,2006-10-08,FALSE,TRUE,UTEP,SMU,Conference USA,Conference USA,fbs,fbs,24,21,-13.5,10,-646.2,485.0,4,away,SMU,UTEP,Conference USA,Conference USA,13.5,,-110.0,-110.0,485.0,-646.2,spread,-3.0,8,7
262802641,2006,6,regular,2006-10-07,FALSE,TRUE,Texas Tech,Missouri,Big 12,Big 12,fbs,fbs,21,38,-7.0,10,-290.0,240.0,5,away,Missouri,Texas Tech,Big 12,Big 12,7.0,,-105.0,-111.0,240.0,-290.0,spread,17.0,7,7
262802649,2006,6,regular,2006-10-07,FALSE,TRUE,Toledo,Central Michigan,Mid-American,Mid-American,fbs,fbs,20,42,-2.0,10,-132.5,115.0,4,away,Central Michigan,Toledo,Mid-American,Mid-American,2.0,,-110.0,-110.0,115.0,-132.5,spread,22.0,7,7
262802655,2006,6,regular,2006-10-07,FALSE,TRUE,Tulane,Rice,Conference USA,Conference USA,fbs,fbs,38,24,1.5,10,110.0,-130.0,4,home,Tulane,Rice,Conference USA,Conference USA,1.5,,-110.0,-110.0,110.0,-130.0,spread,14.0,7,7
262810193,2006,6,regular,2006-10-09,FALSE,TRUE,Miami (OH),Northern Illinois,Mid-American,Mid-American,fbs,fbs,25,28,13.5,10,450.0,-595.8,4,home,Miami (OH),Northern Illinois,Mid-American,Mid-American,13.5,,-110.0,-110.0,450.0,-595.8,spread,-3.0,9,9
262850103,2006,7,regular,2006-10-12,FALSE,TRUE,Boston College,Virginia Tech,ACC,ACC,fbs,fbs,22,3,2.0,8,105.0,-125.0,3,home,Boston College,Virginia Tech,ACC,ACC,2.0,,-110.0,-107.4,105.0,-125.0,spread,19.0,12,12
262852005,2006,7,regular,2006-10-13,FALSE,TRUE,Air Force,Colorado State,Mountain West,Mountain West,fbs,fbs,24,21,-6.0,8,-234.9,200.0,4,away,Colorado State,Air Force,Mountain West,Mountain West,6.0,,-107.4,-110.0,200.0,-234.9,spread,-3.0,6,6
262862116,2006,7,regular,2006-10-14,FALSE,FALSE,UCF,Pittsburgh,Conference USA,Big East,fbs,fbs,7,52,10.0,10,360.0,-450.0,5,home,UCF,Pittsburgh,Conference USA,Big East,10.0,,-110.0,-110.0,360.0,-450.0,spread,-45.0,10,7
262870002,2006,7,regular,2006-10-14,FALSE,TRUE,Auburn,Florida,SEC,SEC,fbs,fbs,27,17,2.0,10,115.0,-133.5,4,home,Auburn,Florida,SEC,SEC,2.0,,-110.0,-110.0,115.0,-133.5,spread,10.0,7,7
262870023,2006,7,regular,2006-10-14,FALSE,TRUE,San José State,Utah State,Western Athletic,Western Athletic,fbs,fbs,21,14,-16.0,10,-900.0,642.5,4,away,Utah State,San José State,Western Athletic,Western Athletic,16.0,,-110.0,-110.0,642.5,-900.0,spread,-7.0,6,14
262870024,2006,7,regular,2006-10-14,FALSE,TRUE,Stanford,Arizona,Pac-10,Pac-10,fbs,fbs,7,20,4.0,10,155.0,-175.0,5,home,Stanford,Arizona,Pac-10,Pac-10,4.0,,-110.0,-110.0,155.0,-175.0,spread,-13.0,7,7
262870038,2006,7,regular,2006-10-14,FALSE,TRUE,Colorado,Texas Tech,Big 12,Big 12,fbs,fbs,30,6,6.0,10,200.0,-240.0,5,home,Colorado,Texas Tech,Big 12,Big 12,6.0,,-110.0,-110.0,200.0,-240.0,spread,24.0,7,7
262870041,2006,7,regular,2006-10-14,FALSE,FALSE,Connecticut,Army,Big East,FBS Independents,fbs,fbs,21,7,-5.5,10,-230.0,195.0,5,away,Army,Connecticut,FBS Independents,Big East,5.5,,-110.0,-110.0,195.0,-230.0,spread,-14.0,7,7
262870061,2006,7,regular,2006-10-14,FALSE,TRUE,Georgia,Vanderbilt,SEC,SEC,fbs,fbs,22,24,-14.5,10,-774.2,585.0,4,away,Vanderbilt,Georgia,SEC,SEC,14.5,,-110.0,-110.0,585.0,-774.2,spread,2.0,7,7
262870077,2006,7,regular,2006-10-14,FALSE,TRUE,Northwestern,Purdue,Big Ten,Big Ten,fbs,fbs,10,31,7.0,10,248.0,-290.0,5,home,Northwestern,Purdue,Big Ten,Big Ten,7.0,,-110.0,-110.0,248.0,-290.0,spread,-21.0,7,7
262870097,2006,7,regular,2006-10-14,FALSE,TRUE,Louisville,Cincinnati,Big East,Big East,fbs,fbs,23,17,-25.5,10,-4000.0,2000.0,3,away,Cincinnati,Louisville,Big East,Big East,25.5,,-110.0,-110.0,2000.0,-4000.0,spread,-6.0,7,7
262870099,2006,7,regular,2006-10-15,FALSE,TRUE,LSU,Kentucky,SEC,SEC,fbs,fbs,49,0,-25.5,10,-5000.0,2500.0,3,away,Kentucky,LSU,SEC,SEC,25.5,,-110.0,-110.0,2500.0,-5000.0,spread,-49.0,8,8
262870127,2006,7,regular,2006-10-14,FALSE,TRUE,Michigan State,Ohio State,Big Ten,Big Ten,fbs,fbs,7,38,14.0,10,547.5,-712.3,4,home,Michigan State,Ohio State,Big Ten,Big Ten,14.0,,-110.0,-110.0,547.5,-712.3,spread,-31.0,7,7
262870150,2006,7,regular,2006-10-14,FALSE,TRUE,Duke,Florida State,ACC,ACC,fbs,fbs,24,51,23.0,10,1440.0,-2200.0,1,home,Duke,Florida State,ACC,ACC,23.0,,-110.0,-110.0,1440.0,-2200.0,spread,-27.0,7,9
262870189,2006,7,regular,2006-10-14,FALSE,TRUE,Bowling Green,Eastern Michigan,Mid-American,Mid-American,fbs,fbs,24,21,-10.0,10,-440.0,350.0,5,away,Eastern Michigan,Bowling Green,Mid-American,Mid-American,10.0,,-110.0,-110.0,350.0,-440.0,spread,-3.0,14,7
262870201,2006,7,regular,2006-10-14,FALSE,TRUE,Oklahoma,Iowa State,Big 12,Big 12,fbs,fbs,34,9,-19.0,10,-1700.0,1100.0,3,away,Iowa State,Oklahoma,Big 12,Big 12,19.0,,-110.0,-110.0,1100.0,-1700.0,spread,-25.0,6,7
262870213,2006,7,regular,2006-10-15,FALSE,TRUE,Penn State,Michigan,Big Ten,Big Ten,fbs,fbs,10,17,5.0,10,190.0,-225.0,5,home,Penn State,Michigan,Big Ten,Big Ten,5.0,,-110.0,-110.0,190.0,-225.0,spread,-7.0,8,8
262870235,2006,7,regular,2006-10-14,FALSE,FALSE,Memphis,Arkansas State,Conference USA,Sun Belt,fbs,fbs,23,26,-8.0,10,-335.0,282.5,4,away,Arkansas State,Memphis,Sun Belt,Conference USA,8.0,,-110.0,-110.0,282.5,-335.0,spread,3.0,7,7
262870242,2006,7,regular,2006-10-14,FALSE,TRUE,Rice,UAB,Conference USA,Conference USA,fbs,fbs,34,33,4.5,5,175.0,,0,home,Rice,UAB,Conference USA,Conference USA,4.5,,-110.0,,175.0,,spread,1.0,7,7
262870245,2006,7,regular,2006-10-14,FALSE,TRUE,Texas A&M,Missouri,Big 12,Big 12,fbs,fbs,25,19,-1.0,10,-117.4,102.5,4,away,Missouri,Texas A&M,Big 12,Big 12,1.0,,-110.0,-110.0,102.5,-117.4,spread,-6.0,7,7
262870251,2006,7,regular,2006-10-14,FALSE,TRUE,Texas,Baylor,Big 12,Big 12,fbs,fbs,63,31,-27.5,10,-6000.0,2600.0,3,away,Baylor,Texas,Big 12,Big 12,27.5,,-110.0,-110.0,2600.0,-6000.0,spread,-32.0,7,7
262870258,2006,7,regular,2006-10-14,FALSE,TRUE,Virginia,Maryland,ACC,ACC,fbs,fbs,26,28,3.0,10,140.0,-160.0,4,home,Virginia,Maryland,ACC,ACC,3.0,,-110.0,-110.0,140.0,-160.0,spread,-2.0,7,7
262870264,2006,7,regular,2006-10-14,FALSE,TRUE,Washington,Oregon State,Pac-10,Pac-10,fbs,fbs,17,27,-9.0,10,-375.0,315.0,5,away,Oregon State,Washington,Pac-10,Pac-10,9.0,,-110.0,-110.0,315.0,-375.0,spread,10.0,7,7
262870265,2006,7,regular,2006-10-14,FALSE,TRUE,Washington State,California,Pac-10,Pac-10,fbs,fbs,3,21,9.5,10,300.0,-380.0,5,home,Washington State,California,Pac-10,Pac-10,9.5,,-110.0,-110.0,300.0,-380.0,spread,-18.0,7,6
262870275,2006,7,regular,2006-10-14,FALSE,TRUE,Wisconsin,Minnesota,Big Ten,Big Ten,fbs,fbs,48,12,-8.0,10,-360.0,300.0,5,away,Minnesota,Wisconsin,Big Ten,Big Ten,8.0,,-110.0,-110.0,300.0,-360.0,spread,-36.0,7,7
262870277,2006,7,regular,2006-10-14,FALSE,TRUE,West Virginia,Syracuse,Big East,Big East,fbs,fbs,41,17,-25.0,10,-4000.0,2000.0,3,away,Syracuse,West Virginia,Big East,Big East,25.0,,-110.0,-110.0,2000.0,-4000.0,spread,-24.0,7,7
262870333,2006,7,regular,2006-10-14,FALSE,TRUE,Alabama,Ole Miss,SEC,SEC,fbs,fbs,26,23,-15.5,10,-824.2,600.0,4,away,Ole Miss,Alabama,SEC,SEC,15.5,,-110.0,-110.0,600.0,-824.2,spread,-3.0,7,7
262870356,2006,7,regular,2006-10-14,FALSE,FALSE,Illinois,Ohio,Big Ten,Mid-American,fbs,fbs,17,20,-6.5,4,-250.0,210.0,3,away,Ohio,Illinois,Mid-American,Big Ten,6.5,,-104.2,-110.5,210.0,-250.0,spread,3.0,7,7
262872084,2006,7,regular,2006-10-14,FALSE,TRUE,Buffalo,Miami (OH),Mid-American,Mid-American,fbs,fbs,31,38,8.0,10,260.0,-320.0,5,home,Buffalo,Miami (OH),Mid-American,Mid-American,8.0,,-110.0,-110.0,260.0,-320.0,spread,-7.0,7,5
262872117,2006,7,regular,2006-10-14,FALSE,TRUE,Central Michigan,Ball State,Mid-American,Mid-American,fbs,fbs,18,7,-10.5,10,-407.5,337.5,4,away,Ball State,Central Michigan,Mid-American,Mid-American,10.5,,-110.0,-110.0,337.5,-407.5,spread,-11.0,7,7
262872305,2006,7,regular,2006-10-14,FALSE,TRUE,Kansas,Oklahoma State,Big 12,Big 12,fbs,fbs,32,42,-2.5,10,-140.0,121.0,4,away,Oklahoma State,Kansas,Big 12,Big 12,2.5,,-110.0,-110.0,121.0,-140.0,spread,10.0,7,7
262872306,2006,7,regular,2006-10-14,FALSE,TRUE,Kansas State,Nebraska,Big 12,Big 12,fbs,fbs,3,21,9.0,10,300.0,-375.0,5,home,Kansas State,Nebraska,Big 12,Big 12,9.0,,-110.0,-110.0,300.0,-375.0,spread,-18.0,7,6
262872348,2006,7,regular,2006-10-14,FALSE,TRUE,Louisiana Tech,Idaho,Western Athletic,Western Athletic,fbs,fbs,14,24,-3.0,10,-160.0,140.0,5,away,Idaho,Louisiana Tech,Western Athletic,Western Athletic,3.0,,-110.0,-110.0,140.0,-160.0,spread,10.0,7,6
262872426,2006,7,regular,2006-10-14,FALSE,FALSE,Navy,Rutgers,FBS Independents,Big East,fbs,fbs,0,34,-3.0,10,-155.0,136.5,4,away,Rutgers,Navy,Big East,FBS Independents,3.0,,-110.0,-110.0,136.5,-155.0,spread,34.0,14,7
262872439,2006,7,regular,2006-10-15,FALSE,TRUE,UNLV,New Mexico,Mountain West,Mountain West,fbs,fbs,36,39,2.5,10,120.0,-140.0,4,home,UNLV,New Mexico,Mountain West,Mountain West,2.5,,-110.0,-110.0,120.0,-140.0,spread,-3.0,8,7
262872483,2006,7,regular,2006-10-14,FALSE,TRUE,Oregon,UCLA,Pac-10,Pac-10,fbs,fbs,30,20,-10.0,10,-430.0,350.0,5,away,UCLA,Oregon,Pac-10,Pac-10,10.0,,-110.0,-110.0,350.0,-430.0,spread,-10.0,7,6
262872567,2006,7,regular,2006-10-14,FALSE,TRUE,SMU,Marshall,Conference USA,Conference USA,fbs,fbs,31,21,-6.0,10,-240.0,200.0,5,away,Marshall,SMU,Conference USA,Conference USA,6.0,,-110.0,-110.0,200.0,-240.0,spread,-10.0,10,6
262872638,2006,7,regular,2006-10-15,FALSE,TRUE,UTEP,Tulane,Conference USA,Conference USA,fbs,fbs,34,20,-13.5,10,-523.8,422.5,4,away,Tulane,UTEP,Conference USA,Conference USA,13.5,,-110.0,-110.0,422.5,-523.8,spread,-14.0,8,7
262872653,2006,7,regular,2006-10-14,FALSE,TRUE,Troy,Louisiana Monroe,Sun Belt,Sun Belt,fbs,fbs,24,19,-10.5,10,-442.5,367.5,4,away,Louisiana Monroe,Troy,Sun Belt,Sun Belt,10.5,,-110.0,-110.0,367.5,-442.5,spread,-5.0,7,14
262872711,2006,7,regular,2006-10-14,FALSE,TRUE,Western Michigan,Northern Illinois,Mid-American,Mid-American,fbs,fbs,16,14,3.0,10,130.0,-150.0,3,home,Western Michigan,Northern Illinois,Mid-American,Mid-American,3.0,,-110.0,-110.0,130.0,-150.0,spread,2.0,7,5
262872751,2006,7,regular,2006-10-14,FALSE,TRUE,Wyoming,Utah,Mountain West,Mountain West,fbs,fbs,31,15,4.0,10,155.0,-175.0,5,home,Wyoming,Utah,Mountain West,Mountain West,4.0,,-110.0,-110.0,155.0,-175.0,spread,16.0,6,8
262880166,2006,7,regular,2006-10-16,FALSE,TRUE,New Mexico State,Boise State,Western Athletic,Western Athletic,fbs,fbs,28,40,27.5,10,2500.0,-5000.0,3,home,New Mexico State,Boise State,Western Athletic,Western Athletic,27.5,24.0,-110.0,-110.0,2500.0,-5000.0,spread,-12.0,9,8
262920167,2006,8,regular,2006-10-20,FALSE,TRUE,New Mexico,Utah,Mountain West,Mountain West,fbs,fbs,34,31,6.5,10,220.0,-260.0,5,home,New Mexico,Utah,Mountain West,Mountain West,6.5,,-110.0,-110.0,220.0,-260.0,spread,3.0,5,6
262920258,2006,8,regular,2006-10-19,FALSE,TRUE,Virginia,North Carolina,ACC,ACC,fbs,fbs,23,0,-6.5,10,-290.0,240.0,5,away,North Carolina,Virginia,ACC,ACC,6.5,,-110.0,-110.0,240.0,-290.0,spread,-23.0,5,5
262922117,2006,8,regular,2006-10-19,FALSE,TRUE,Central Michigan,Bowling Green,Mid-American,Mid-American,fbs,fbs,31,14,-7.5,10,-310.0,250.0,5,away,Bowling Green,Central Michigan,Mid-American,Mid-American,7.5,,-110.0,-110.0,250.0,-310.0,spread,-17.0,5,5
262930041,2006,8,regular,2006-10-21,FALSE,TRUE,Connecticut,West Virginia,Big East,Big East,fbs,fbs,11,37,23.25,12,1725.0,-2649.1,4,home,Connecticut,West Virginia,Big East,Big East,23.25,,-110.0,-110.0,1725.0,-2649.1,spread,-26.0,7,7
262940002,2006,8,regular,2006-10-21,FALSE,FALSE,Auburn,Tulane,SEC,Conference USA,fbs,fbs,38,13,-28.0,12,-7000.0,3000.0,3,away,Tulane,Auburn,Conference USA,SEC,28.0,,-110.0,-110.0,3000.0,-7000.0,spread,-25.0,6,7
262940005,2006,8,regular,2006-10-21,FALSE,TRUE,UAB,Marshall,Conference USA,Conference USA,fbs,fbs,24,31,-6.0,6,,195.0,0,away,Marshall,UAB,Conference USA,Conference USA,6.0,,-110.0,,195.0,,spread,7.0,7,7
262940008,2006,8,regular,2006-10-21,FALSE,TRUE,Arkansas,Ole Miss,SEC,SEC,fbs,fbs,38,3,-20.5,12,-1948.7,1225.0,4,away,Ole Miss,Arkansas,SEC,SEC,20.5,,-110.0,-110.0,1225.0,-1948.7,spread,-35.0,7,7
262940009,2006,8,regular,2006-10-21,FALSE,TRUE,Arizona State,Stanford,Pac-10,Pac-10,fbs,fbs,38,3,-24.0,12,-2383.3,1520.0,2,away,Stanford,Arizona State,Pac-10,Pac-10,24.0,,-110.0,-110.0,1520.0,-2383.3,spread,-35.0,7,6
262940012,2006,8,regular,2006-10-21,FALSE,TRUE,Arizona,Oregon State,Pac-10,Pac-10,fbs,fbs,10,17,2.5,12,120.0,-140.0,5,home,Arizona,Oregon State,Pac-10,Pac-10,2.5,,-110.0,-107.4,120.0,-140.0,spread,-7.0,7,7
262940021,2006,8,regular,2006-10-22,FALSE,TRUE,San Diego State,Air Force,Mountain West,Mountain West,fbs,fbs,19,12,10.0,12,325.0,-385.0,3,home,San Diego State,Air Force,Mountain West,Mountain West,10.0,,-110.0,-110.0,325.0,-385.0,spread,7.0,15,9
262940025,2006,8,regular,2006-10-21,FALSE,TRUE,California,Washington,Pac-10,Pac-10,fbs,fbs,31,24,-24.0,12,-2549.0,1570.0,2,away,Washington,California,Pac-10,Pac-10,24.0,,-110.0,-110.0,1570.0,-2549.0,spread,-7.0,7,7
