game_id,season,week,gameday,away_team,away_score,home_team,home_score,result,spread_line,away_moneyline,home_moneyline,away_spread_odds,home_spread_odds
2025_13_BUF_PIT,2025,13,2025-11-30,BUF,26.0,PIT,7.0,-19.0,-3.0,-166.0,140.0,-115.0,-105.0
2025_13_DEN_WAS,2025,13,2025-11-30,DEN,27.0,WAS,26.0,-1.0,-6.5,-310.0,250.0,-105.0,-115.0
2025_13_NYG_NE,2025,13,2025-12-01,NYG,15.0,NE,33.0,18.0,7.0,295.0,-375.0,-105.0,-115.0
2025_14_DAL_DET,2025,14,2025-12-04,DAL,30.0,DET,44.0,14.0,3.5,160.0,-192.0,-110.0,-110.0
2025_14_SEA_ATL,2025,14,2025-12-07,SEA,37.0,ATL,9.0,-28.0,-7.0,-355.0,280.0,100.0,-120.0
2025_14_PIT_BAL,2025,14,2025-12-07,PIT,27.0,BAL,22.0,-5.0,5.5,220.0,-270.0,100.0,-120.0
2025_14_CIN_BUF,2025,14,2025-12-07,CIN,34.0,BUF,39.0,5.0,6.0,230.0,-285.0,-108.0,-112.0
2025_14_TEN_CLE,2025,14,2025-12-07,TEN,31.0,CLE,29.0,-2.0,4.5,170.0,-205.0,-120.0,100.0
2025_14_IND_JAX,2025,14,2025-12-07,IND,19.0,JAX,36.0,17.0,-2.5,-135.0,114.0,-112.0,-108.0
2025_14_WAS_MIN,2025,14,2025-12-07,WAS,0.0,MIN,31.0,31.0,-1.5,-115.0,-105.0,-102.0,-118.0
2025_14_MIA_NYJ,2025,14,2025-12-07,MIA,34.0,NYJ,10.0,-24.0,-2.5,-148.0,124.0,-115.0,-105.0
2025_14_NO_TB,2025,14,2025-12-07,NO,24.0,TB,20.0,-4.0,7.5,330.0,-425.0,-102.0,-118.0
2025_14_DEN_LV,2025,14,2025-12-07,DEN,24.0,LV,17.0,-7.0,-8.5,-470.0,360.0,-110.0,-110.0
2025_14_LA_ARI,2025,14,2025-12-07,LA,45.0,ARI,17.0,-28.0,-9.5,-500.0,380.0,-110.0,-110.0
2025_14_CHI_GB,2025,14,2025-12-07,CHI,21.0,GB,28.0,7.0,6.5,245.0,-305.0,-105.0,-115.0
2025_14_HOU_KC,2025,14,2025-12-07,HOU,20.0,KC,10.0,-10.0,4.5,180.0,-218.0,-115.0,-105.0
2025_14_PHI_LAC,2025,14,2025-12-08,PHI,19.0,LAC,22.0,3.0,-1.5,-120.0,100.0,-105.0,-115.0
2025_15_ATL_TB,2025,15,2025-12-11,ATL,29.0,TB,28.0,-1.0,6.0,225.0,-278.0,-112.0,-108.0
2025_15_CLE_CHI,2025,15,2025-12-14,CLE,3.0,CHI,31.0,28.0,7.5,295.0,-375.0,-112.0,-108.0
2025_15_BAL_CIN,2025,15,2025-12-14,BAL,24.0,CIN,0.0,-24.0,-2.5,-162.0,136.0,-125.0,105.0
2025_15_ARI_HOU,2025,15,2025-12-14,ARI,20.0,HOU,40.0,20.0,10.5,455.0,-625.0,-110.0,-110.0
2025_15_NYJ_JAX,2025,15,2025-12-14,NYJ,20.0,JAX,48.0,28.0,13.5,675.0,-1050.0,-105.0,-115.0
2025_15_LAC_KC,2025,15,2025-12-14,LAC,16.0,KC,13.0,-3.0,5.5,210.0,-258.0,100.0,-120.0
2025_15_BUF_NE,2025,15,2025-12-14,BUF,35.0,NE,31.0,-4.0,-2.5,-142.0,120.0,-110.0,-110.0
2025_15_WAS_NYG,2025,15,2025-12-14,WAS,29.0,NYG,21.0,-8.0,2.5,124.0,-148.0,-105.0,-115.0
2025_15_LV_PHI,2025,15,2025-12-14,LV,0.0,PHI,31.0,31.0,12.5,650.0,-1000.0,-108.0,-112.0
2025_15_GB_DEN,2025,15,2025-12-14,GB,26.0,DEN,34.0,8.0,-1.5,-122.0,102.0,-108.0,-112.0
2025_15_DET_LA,2025,15,2025-12-14,DET,34.0,LA,41.0,7.0,5.5,200.0,-245.0,-105.0,-115.0
2025_15_CAR_NO,2025,15,2025-12-14,CAR,17.0,NO,20.0,3.0,-2.5,-148.0,124.0,-118.0,-102.0
2025_15_IND_SEA,2025,15,2025-12-14,IND,16.0,SEA,18.0,2.0,13.5,650.0,-1000.0,-105.0,-115.0
2025_15_TEN_SF,2025,15,2025-12-14,TEN,24.0,SF,37.0,13.0,12.5,600.0,-900.0,-108.0,-112.0
2025_15_MIN_DAL,2025,15,2025-12-14,MIN,34.0,DAL,26.0,-8.0,5.5,215.0,-265.0,-110.0,-110.0
2025_15_MIA_PIT,2025,15,2025-12-15,MIA,15.0,PIT,28.0,13.0,3.0,145.0,-175.0,-102.0,-118.0
2025_16_LA_SEA,2025,16,2025-12-18,LA,37.0,SEA,38.0,1.0,1.5,102.0,-122.0,-110.0,-110.0
2025_16_PHI_WAS,2025,16,2025-12-20,PHI,29.0,WAS,18.0,-11.0,-7.0,-380.0,300.0,-120.0,100.0
2025_16_GB_CHI,2025,16,2025-12-20,GB,16.0,CHI,22.0,6.0,1.5,-102.0,-118.0,-115.0,-105.0
2025_16_TB_CAR,2025,16,2025-12-21,TB,20.0,CAR,23.0,3.0,-3.0,-155.0,130.0,100.0,-120.0
2025_16_BUF_CLE,2025,16,2025-12-21,BUF,23.0,CLE,20.0,-3.0,-10.5,-575.0,425.0,-110.0,-110.0
2025_16_LAC_DAL,2025,16,2025-12-21,LAC,34.0,DAL,17.0,-17.0,1.5,102.0,-122.0,-115.0,-105.0
2025_16_CIN_MIA,2025,16,2025-12-21,CIN,45.0,MIA,21.0,-24.0,-3.5,-205.0,170.0,-120.0,100.0
2025_16_NYJ_NO,2025,16,2025-12-21,NYJ,6.0,NO,29.0,23.0,6.5,240.0,-298.0,-105.0,-115.0
2025_16_MIN_NYG,2025,16,2025-12-21,MIN,16.0,NYG,13.0,-3.0,-2.5,-148.0,124.0,-118.0,-102.0
2025_16_KC_TEN,2025,16,2025-12-21,KC,9.0,TEN,26.0,17.0,-3.5,-185.0,154.0,100.0,-120.0
2025_16_ATL_ARI,2025,16,2025-12-21,ATL,26.0,ARI,19.0,-7.0,-2.5,-148.0,124.0,-115.0,-105.0
2025_16_JAX_DEN,2025,16,2025-12-21,JAX,34.0,DEN,20.0,-14.0,3.5,145.0,-175.0,-120.0,100.0
2025_16_PIT_DET,2025,16,2025-12-21,PIT,29.0,DET,24.0,-5.0,7.5,330.0,-425.0,-105.0,-115.0
2025_16_LV_HOU,2025,16,2025-12-21,LV,21.0,HOU,23.0,2.0,14.5,900.0,-1600.0,-115.0,-105.0
2025_16_NE_BAL,2025,16,2025-12-21,NE,28.0,BAL,24.0,-4.0,3.5,154.0,-185.0,-115.0,-105.0
2025_16_SF_IND,2025,16,2025-12-22,SF,48.0,IND,27.0,-21.0,-4.5,-225.0,185.0,-105.0,-115.0
2025_17_DAL_WAS,2025,17,2025-12-25,DAL,30.0,WAS,23.0,-7.0,-8.5,-500.0,380.0,-120.0,100.0
2025_17_DET_MIN,2025,17,2025-12-25,DET,10.0,MIN,23.0,13.0,-7.0,-360.0,285.0,-120.0,100.0
2025_17_DEN_KC,2025,17,2025-12-25,DEN,20.0,KC,13.0,-7.0,-13.5,-1100.0,700.0,-105.0,-115.0
2025_17_HOU_LAC,2025,17,2025-12-27,HOU,20.0,LAC,16.0,-4.0,1.5,-102.0,-118.0,-115.0,-105.0
2025_17_BAL_GB,2025,17,2025-12-27,BAL,41.0,GB,24.0,-17.0,2.5,120.0,-142.0,-108.0,-112.0
2025_17_SEA_CAR,2025,17,2025-12-28,SEA,27.0,CAR,10.0,-17.0,-6.5,-305.0,245.0,-118.0,-102.0
2025_17_ARI_CIN,2025,17,2025-12-28,ARI,14.0,CIN,37.0,23.0,7.0,275.0,-345.0,-110.0,-110.0
2025_17_PIT_CLE,2025,17,2025-12-28,PIT,6.0,CLE,13.0,7.0,-4.5,-205.0,170.0,-108.0,-112.0
2025_17_JAX_IND,2025,17,2025-12-28,JAX,23.0,IND,17.0,-6.0,-3.5,-225.0,185.0,-115.0,-105.0
2025_17_TB_MIA,2025,17,2025-12-28,TB,17.0,MIA,20.0,3.0,-5.5,-250.0,205.0,-108.0,-112.0
2025_17_NE_NYJ,2025,17,2025-12-28,NE,42.0,NYJ,10.0,-32.0,-12.5,-950.0,625.0,-120.0,100.0
2025_17_NO_TEN,2025,17,2025-12-28,NO,34.0,TEN,26.0,-8.0,-1.5,-120.0,100.0,-110.0,-110.0
2025_17_NYG_LV,2025,17,2025-12-28,NYG,34.0,LV,10.0,-24.0,-3.0,-162.0,136.0,-102.0,-118.0
2025_17_PHI_BUF,2025,17,2025-12-28,PHI,13.0,BUF,12.0,-1.0,3.0,142.0,-170.0,-108.0,-112.0
2025_17_CHI_SF,2025,17,2025-12-28,CHI,38.0,SF,42.0,4.0,3.5,170.0,-205.0,-105.0,-115.0
2025_17_LA_ATL,2025,17,2025-12-29,LA,24.0,ATL,27.0,3.0,-7.5,-380.0,300.0,-102.0,-118.0
2025_18_CAR_TB,2025,18,2026-01-03,CAR,14.0,TB,16.0,2.0,3.0,130.0,-155.0,-115.0,-105.0
2025_18_SEA_SF,2025,18,2026-01-03,SEA,13.0,SF,3.0,-10.0,-2.5,-148.0,124.0,-120.0,100.0
2025_18_NO_ATL,2025,18,2026-01-04,NO,17.0,ATL,19.0,2.0,4.5,170.0,-205.0,-115.0,-105.0
2025_18_CLE_CIN,2025,18,2026-01-04,CLE,20.0,CIN,18.0,-2.0,9.5,350.0,-455.0,-112.0,-108.0
2025_18_IND_HOU,2025,18,2026-01-04,IND,30.0,HOU,38.0,8.0,9.5,400.0,-535.0,-110.0,-110.0
2025_18_TEN_JAX,2025,18,2026-01-04,TEN,7.0,JAX,41.0,34.0,12.5,525.0,-750.0,-110.0,-110.0
2025_18_GB_MIN,2025,18,2026-01-04,GB,3.0,MIN,16.0,13.0,12.5,470.0,-650.0,-108.0,-112.0
2025_18_DAL_NYG,2025,18,2026-01-04,DAL,17.0,NYG,34.0,17.0,-3.0,-166.0,140.0,-115.0,-105.0
2025_18_NYJ_BUF,2025,18,2026-01-04,NYJ,8.0,BUF,35.0,27.0,12.5,550.0,-800.0,-112.0,-108.0
2025_18_DET_CHI,2025,18,2026-01-04,DET,19.0,CHI,16.0,-3.0,3.5,150.0,-180.0,-110.0,-110.0
2025_18_LAC_DEN,2025,18,2026-01-04,LAC,3.0,DEN,19.0,16.0,14.5,900.0,-1600.0,-108.0,-112.0
2025_18_ARI_LA,2025,18,2026-01-04,ARI,20.0,LA,37.0,17.0,14.5,800.0,-1350.0,-115.0,-105.0
2025_18_KC_LV,2025,18,2026-01-04,KC,12.0,LV,14.0,2.0,-3.5,-225.0,185.0,-112.0,-108.0
2025_18_MIA_NE,2025,18,2026-01-04,MIA,10.0,NE,38.0,28.0,14.0,650.0,-1000.0,-112.0,-108.0
2025_18_WAS_PHI,2025,18,2026-01-04,WAS,24.0,PHI,17.0,-7.0,3.0,150.0,-180.0,-105.0,-115.0
2025_18_BAL_PIT,2025,18,2026-01-04,BAL,24.0,PIT,26.0,2.0,-4.5,-225.0,185.0,-105.0,-115.0
